contig_id	score	length
k141_243930_length_7647_cov_183.9619	0.993	6927
k141_244223_length_1076_cov_24.0000	0.953	762
k141_244324_length_3958_cov_178.9591	0.92	3309
k141_244510_length_1078_cov_12.0000	0.953	1076
k141_244876_length_1385_cov_11.0000	0.927	1352
k141_245070_length_8373_cov_99.1744	0.873	8371
k141_245110_length_1075_cov_7.0000	0.987	1071
k141_245266_length_2857_cov_30.8700	0.98	2090
k141_245284_length_13149_cov_21.8515	0.633	13147
k141_24535_length_1478_cov_83.6971	1	1463
k141_245362_length_5703_cov_79.8831	0.907	5699
k141_245446_length_1389_cov_10.0000	0.66	1326
k141_24553_length_1630_cov_37.0000	0.993	1627
k141_24564_length_4667_cov_13.0000	0.947	4478
k141_245953_length_1786_cov_22.0000	0.707	1784
k141_246152_length_1693_cov_32.9182	0.527	1612
k141_246208_length_1907_cov_11.0000	0.52	1637
k141_246210_length_1507_cov_9.0000	nan	1507
k141_246477_length_1904_cov_52.0000	1	1408
k141_246500_length_7278_cov_27.0000	0.813	7226
k141_246541_length_1988_cov_7.0000	0.747	1899
k141_246643_length_2361_cov_750.0000	0.993	2183
k141_24677_length_9144_cov_45.4666	0.56	9142
k141_246871_length_2899_cov_124.6149	0.98	2897
k141_247034_length_1303_cov_214.9819	0.933	1168
k141_247233_length_1730_cov_50.0000	0.9	1728
k141_247741_length_1053_cov_34.0000	1	859
k141_248119_length_1721_cov_17.0000	0.967	1664
k141_248163_length_1407_cov_6.0000	0.98	1385
k141_248200_length_1638_cov_8.0000	1	1538
k141_248216_length_1042_cov_9.0000	0.927	1040
k141_248291_length_3671_cov_15.0000	0.993	3668
k141_24837_length_4858_cov_74.9686	0.827	4702
k141_248433_length_2630_cov_36.0000	0.893	2354
k141_248441_length_3514_cov_14.0000	0.7	3240
k141_248545_length_1109_cov_54.8182	0.993	1108
k141_248610_length_1117_cov_15.0000	0.94	1115
k141_248671_length_1679_cov_5.0000	nan	1679
k141_248767_length_2602_cov_6.0000	0.607	2374
k141_24890_length_1798_cov_24.0000	0.933	1635
k141_248949_length_1628_cov_8.0000	0.993	1093
k141_248968_length_2814_cov_129.9951	0.967	2545
k141_248976_length_1960_cov_373.3293	0.973	1866
k141_249020_length_1184_cov_4.0000	nan	1184
k141_249309_length_1610_cov_120.8999	0.993	1608
k141_249328_length_2946_cov_7.0000	1	2888
k141_249336_length_1442_cov_4.0000	0.907	1438
k141_249366_length_1544_cov_10.0000	0.987	1540
k141_249571_length_2116_cov_109.9782	0.82	2114
k141_249716_length_6312_cov_117.2766	0.74	6309
k141_249829_length_12651_cov_14.0000	1	12459
k141_249837_length_1376_cov_5.0000	0.953	1357
k141_250018_length_1049_cov_10.0000	0.807	1047
k141_250041_length_3176_cov_36.7390	0.727	2857
k141_250213_length_6860_cov_263.0481	0.993	6710
k141_250296_length_11945_cov_28.4504	0.64	10627
k141_250329_length_1584_cov_28.0000	0.613	1583
k141_250474_length_1205_cov_7.0000	0.993	929
k141_250498_length_1482_cov_13.0000	0.98	1479
k141_250594_length_1335_cov_6.0000	0.86	847
k141_250808_length_1596_cov_51.4584	0.5	1498
k141_250923_length_1380_cov_5.0000	nan	1380
k141_251084_length_1433_cov_13.0000	nan	1433
k141_25113_length_2321_cov_21.0000	0.88	2317
k141_251177_length_1879_cov_13.0000	0.993	1562
k141_251391_length_2028_cov_52.0000	1	2024
k141_251439_length_1761_cov_127.4852	0.82	1572
k141_251459_length_3810_cov_8.0000	0.907	3806
k141_251684_length_2507_cov_11.0000	0.98	2503
k141_251747_length_2779_cov_57.4981	1	2760
k141_251769_length_9965_cov_20.0000	0.947	9921
k141_251792_length_3651_cov_37.0655	1	3650
k141_251826_length_2087_cov_268.5858	0.993	1703
k141_252099_length_1811_cov_8.0000	0.62	1794
k141_25214_length_1674_cov_152.3457	0.933	1672
k141_252310_length_2127_cov_11.0000	0.927	1389
k141_25237_length_23642_cov_90.8857	0.88	23641
k141_252647_length_1207_cov_15.0000	nan	1207
k141_252748_length_2534_cov_10.0000	0.893	2414
k141_253071_length_2142_cov_6.0000	0.587	2139
k141_253350_length_2189_cov_26.7617	0.753	2186
k141_253476_length_3026_cov_8.0000	0.867	2907
k141_253705_length_10573_cov_254.2344	0.88	10571
k141_253710_length_1613_cov_17.0000	0.947	1432
k141_253808_length_7571_cov_59.0000	1	7386
k141_254074_length_1153_cov_17.0000	1	1150
k141_254155_length_1411_cov_12.0000	0.94	1410
k141_254237_length_4890_cov_43.0114	0.807	4376
k141_254434_length_1047_cov_14.0000	0.947	1044
k141_254471_length_1852_cov_15.0000	0.96	1324
k141_254487_length_1553_cov_108.2528	0.747	1512
k141_254536_length_2444_cov_20.0000	1	2421
k141_254705_length_1213_cov_7.0000	0.96	1081
k141_254799_length_1345_cov_9.0000	nan	1345
k141_254944_length_2787_cov_24.0000	0.973	2193
k141_254974_length_2948_cov_11.0000	0.787	2946
k141_255431_length_2393_cov_59.0733	0.913	1780
k141_255659_length_4500_cov_21.0000	0.807	3190
k141_256059_length_3731_cov_80.4997	1	3729
k141_256118_length_1276_cov_17.4344	1	1276
k141_256175_length_1340_cov_7.0000	0.6	1311
k141_256199_length_2045_cov_102.7668	0.573	2045
k141_256222_length_7913_cov_27.6256	1	7912
k141_25631_length_3436_cov_11.7663	0.927	2364
k141_256341_length_1876_cov_9.0000	1	1874
k141_256357_length_3188_cov_80.7653	0.993	3186
k141_256361_length_5154_cov_17.1031	0.6	5144
k141_256404_length_1135_cov_8.0000	0.953	999
k141_256409_length_1200_cov_16.0000	0.56	1199
k141_256793_length_2510_cov_64.5500	0.913	2508
k141_256825_length_1557_cov_51.0000	0.773	1553
k141_256837_length_1739_cov_7.0000	0.813	1626
k141_257118_length_1199_cov_17.0000	1	1195
k141_257687_length_5530_cov_9.0000	0.867	5528
k141_257930_length_1351_cov_5.0000	1	1348
k141_25798_length_1996_cov_9.0000	0.967	1943
k141_258172_length_1223_cov_8.0000	0.613	1133
k141_258179_length_3158_cov_13.0000	0.987	3154
k141_258218_length_5142_cov_121.1758	0.7	5051
k141_258532_length_2586_cov_285.6294	0.967	2584
k141_258861_length_1254_cov_5.0000	1	1251
k141_2589_length_1379_cov_4.0000	0.993	1377
k141_259041_length_4429_cov_57.4713	0.98	4428
k141_259068_length_3383_cov_112.0913	0.907	3381
k141_259167_length_1085_cov_55.5222	0.593	1083
k141_259251_length_1808_cov_95.9346	0.727	1805
k141_259447_length_1957_cov_295.8486	0.927	1955
k141_259500_length_10060_cov_230.1422	0.98	10059
k141_259616_length_1296_cov_12.0000	0.98	1219
k141_259742_length_2941_cov_15.0000	0.533	2937
k141_259841_length_2382_cov_6.0000	0.667	2207
k141_259865_length_1261_cov_14.0000	1	1259
k141_259880_length_1200_cov_10.0000	0.987	1199
k141_259988_length_1155_cov_14.9586	nan	1155
k141_26003_length_1454_cov_22.0564	0.987	1280
k141_260130_length_2580_cov_21.0000	0.927	2427
k141_260417_length_2711_cov_10.0000	0.9	2711
k141_260447_length_3655_cov_12.0000	0.587	3387
k141_260713_length_10251_cov_22.0000	0.673	10005
k141_260813_length_2902_cov_8.8986	0.52	2700
k141_260820_length_1819_cov_15.0000	nan	1819
k141_260843_length_2789_cov_15.2236	0.667	2788
k141_260869_length_2760_cov_19.9492	0.993	2669
k141_261007_length_1474_cov_40.4299	0.58	1473
k141_261150_length_2243_cov_71.2688	0.973	2242
k141_261194_length_1332_cov_98.9681	0.993	985
k141_261242_length_2922_cov_228.3984	0.787	2922
k141_2614_length_1082_cov_13.0000	0.987	731
k141_261558_length_1970_cov_8.0000	0.92	1967
k141_261765_length_1630_cov_13.0000	nan	1630
k141_26195_length_1410_cov_40.0000	0.993	1409
k141_261979_length_1539_cov_57.0000	0.833	1172
k141_262103_length_12022_cov_353.1423	0.54	10649
k141_262241_length_3842_cov_40.4531	0.667	3839
k141_26237_length_2318_cov_80.0239	nan	2318
k141_26248_length_2702_cov_10.0000	0.747	2684
k141_262486_length_7126_cov_10.0000	0.987	7124
k141_262510_length_1041_cov_20.0000	nan	1041
k141_262938_length_2251_cov_30.0000	0.667	1967
k141_263065_length_1096_cov_4.0000	0.973	1095
k141_263223_length_2295_cov_11.0000	0.787	2293
k141_263344_length_1139_cov_4.0000	nan	1139
k141_263383_length_1509_cov_10.0000	nan	1509
k141_263424_length_1931_cov_19.0000	0.933	1929
k141_263563_length_4102_cov_15.0000	0.987	4099
k141_263690_length_1297_cov_64.0000	0.967	1155
k141_263699_length_2271_cov_25.0000	0.613	1837
k141_264126_length_1386_cov_6.0000	nan	1386
k141_264250_length_1425_cov_29.0000	1	1423
k141_26435_length_17497_cov_73.4998	0.633	16998
k141_264367_length_5173_cov_55.9452	0.613	5172
k141_264375_length_5763_cov_129.1754	0.64	5763
k141_26443_length_1512_cov_127.4719	nan	1512
k141_264535_length_2433_cov_125.0000	0.847	2352
k141_264536_length_1610_cov_20.0000	0.573	1609
k141_264645_length_1678_cov_28.0000	0.98	1676
k141_264746_length_4502_cov_65.0094	0.573	4290
k141_264770_length_1000_cov_9.0000	0.987	997
k141_264893_length_1313_cov_9.0000	1	1198
k141_26495_length_1251_cov_6.5622	0.96	1047
k141_264997_length_4208_cov_11.0000	0.847	3946
k141_26500_length_2511_cov_10.9570	0.907	2022
k141_265019_length_2200_cov_18.0000	nan	2200
k141_265124_length_3129_cov_6.9518	0.873	3125
k141_265206_length_3508_cov_9.0000	0.853	3506
k141_265312_length_3791_cov_18.0000	0.533	3674
k141_265317_length_3699_cov_48.7032	0.973	3308
k141_265771_length_1651_cov_10.0000	1	1642
k141_26604_length_2421_cov_10.0000	0.94	2419
k141_266129_length_1521_cov_106.9478	nan	1521
k141_26635_length_1849_cov_14.5902	0.533	1847
k141_266449_length_1293_cov_130.0208	0.987	1292
k141_266771_length_3962_cov_7.0000	0.993	3886
k141_266902_length_2305_cov_13.6095	0.947	2303
k141_267029_length_1778_cov_10.0000	nan	1778
k141_267190_length_1631_cov_19.0000	1	1629
k141_267277_length_1644_cov_40.0000	0.973	1150
k141_267303_length_1575_cov_10.0000	1	1572
k141_267314_length_12494_cov_39.7053	0.5	11668
k141_267390_length_11614_cov_18.0000	0.887	11414
k141_267478_length_1644_cov_90.9421	0.987	1372
k141_267719_length_2393_cov_9.0000	0.773	2275
k141_267761_length_2545_cov_18.0000	0.753	2108
k141_267801_length_2882_cov_29.0000	1	2827
k141_26782_length_1476_cov_30.0000	0.987	1444
k141_267826_length_2665_cov_67.6438	0.96	2447
k141_268147_length_3024_cov_8.0000	0.993	3022
k141_268415_length_1785_cov_147.0055	0.7	1783
k141_268547_length_2847_cov_21.0000	0.86	2847
k141_268549_length_2338_cov_21.0000	0.92	2262
k141_268652_length_1943_cov_6.0000	0.553	1940
k141_268669_length_10007_cov_205.4810	0.967	9871
k141_268855_length_3535_cov_223.8421	0.853	3426
k141_269118_length_1743_cov_5.0000	0.94	1580
k141_269357_length_1033_cov_187.0796	0.867	1031
k141_269416_length_2071_cov_9.0000	0.987	2069
k141_269465_length_1969_cov_218.4092	0.993	1739
k141_269611_length_1482_cov_6.8971	0.967	867
k141_269658_length_2925_cov_17.0000	0.6	2925
k141_269714_length_1663_cov_7.0000	1	1622
k141_269812_length_4895_cov_36.0000	0.86	3672
k141_269841_length_2417_cov_7.0000	0.993	2414
k141_270342_length_1073_cov_17.0000	1	1071
k141_270548_length_2015_cov_45.4717	nan	2015
k141_270632_length_1017_cov_13.0000	0.96	833
k141_270658_length_1581_cov_25.0000	0.967	1531
k141_270807_length_2678_cov_17.0000	0.993	2470
k141_270991_length_4583_cov_15.0000	0.847	4583
k141_271287_length_1668_cov_7.0000	0.953	1561
k141_271571_length_1368_cov_111.6813	0.913	1366
k141_271931_length_10890_cov_68.7621	0.833	9426
k141_271982_length_1502_cov_13.0257	0.853	1086
k141_272099_length_8359_cov_57.2513	0.993	8115
k141_272137_length_9537_cov_30.8467	0.533	9534
k141_272542_length_1251_cov_49.0000	0.967	1249
k141_272563_length_2586_cov_144.2552	0.947	2527
k141_272787_length_6301_cov_42.8568	0.713	4975
k141_2728_length_1877_cov_10.0000	0.993	1640
k141_273001_length_2906_cov_127.8680	0.967	2906
k141_273164_length_1074_cov_18.0000	0.813	1051
k141_273275_length_1140_cov_3.0000	nan	1140
k141_273440_length_2024_cov_35.1259	0.713	2006
k141_273449_length_1614_cov_15.0000	nan	1614
k141_273507_length_5493_cov_112.7459	0.993	4424
k141_273536_length_2457_cov_15.4931	nan	2457
k141_273547_length_2167_cov_81.5079	0.827	2165
k141_273556_length_1602_cov_8.0000	0.98	1599
k141_273724_length_1050_cov_11.0000	0.993	1048
k141_273796_length_2235_cov_23.0000	0.733	1650
k141_274133_length_1174_cov_18.0000	0.7	1003
k141_274284_length_1687_cov_8.0000	1	1683
k141_274483_length_2353_cov_21.0000	1	1511
k141_274551_length_3313_cov_32.6671	0.993	3312
k141_274581_length_18070_cov_71.0715	0.88	18069
k141_274592_length_2978_cov_24.4618	0.9	2977
k141_274745_length_3268_cov_126.5884	0.673	3266
k141_274851_length_3381_cov_17.8846	0.707	2778
k141_274875_length_2373_cov_11.4431	0.92	1986
k141_274998_length_1040_cov_25.4772	nan	1040
k141_275022_length_11589_cov_60.7863	0.513	11278
k141_275126_length_1357_cov_5.0000	nan	1357
k141_275249_length_1062_cov_31.0000	0.9	1059
k141_275269_length_2336_cov_9.0000	0.647	1970
k141_275648_length_13838_cov_16.0000	0.927	13836
k141_275663_length_1215_cov_9.0000	0.993	1211
k141_27574_length_1186_cov_7.0000	nan	1186
k141_27582_length_4124_cov_16.0000	0.953	3997
k141_275832_length_3883_cov_15.0000	0.993	3880
k141_276552_length_1530_cov_9.0000	1	1083
k141_276635_length_1282_cov_86.0035	1	1054
k141_276676_length_1309_cov_26.0000	0.993	1308
k141_276727_length_3749_cov_13.0000	0.793	3472
k141_276888_length_1861_cov_23.0000	0.86	1798
k141_277131_length_1357_cov_24.0000	nan	1357
k141_277189_length_1523_cov_125.8155	0.52	1519
k141_277302_length_2330_cov_17.0000	0.993	2313
k141_277357_length_2378_cov_7.0000	0.92	2376
k141_277497_length_4236_cov_13.0000	0.893	4234
k141_277641_length_2414_cov_126.2864	0.98	2413
k141_277862_length_1111_cov_5.0000	nan	1111
k141_277881_length_1160_cov_21.0000	0.98	977
k141_278215_length_2309_cov_22.3801	1	2169
k141_278261_length_1200_cov_15.0000	1	1197
k141_278291_length_1392_cov_9.0000	0.713	1289
k141_278430_length_1105_cov_5.0000	0.953	883
k141_278468_length_2164_cov_18.0391	0.967	2143
k141_27847_length_1985_cov_33.7744	0.607	1982
k141_27852_length_2972_cov_15.0000	0.847	2649
k141_278756_length_2467_cov_29.0000	0.94	2466
k141_278758_length_1665_cov_11.0000	0.58	1664
k141_278838_length_1007_cov_19.0000	0.993	954
k141_278846_length_1026_cov_10.0000	0.907	1013
k141_279009_length_5994_cov_385.0000	0.953	5141
k141_279230_length_27243_cov_22.0098	0.52	25376
k141_279492_length_9849_cov_102.7391	0.987	9714
k141_279527_length_2026_cov_34.2690	0.773	1659
k141_279547_length_39342_cov_40.9946	0.993	39341
k141_279563_length_1297_cov_27.0000	0.607	1296
k141_279706_length_10326_cov_16.0000	0.773	9682
k141_279714_length_1686_cov_32.0000	0.66	1364
k141_279893_length_2650_cov_17.0000	0.96	2646
k141_279976_length_3723_cov_27.6485	0.62	3378
k141_28013_length_4119_cov_24.0000	0.993	4013
k141_280143_length_1321_cov_7.0000	nan	1321
k141_280527_length_2026_cov_33.0000	1	1945
k141_280734_length_3881_cov_14.0000	0.973	3746
k141_280804_length_2230_cov_28.0981	0.993	2228
k141_280889_length_1638_cov_17.0000	0.893	1637
k141_280986_length_1370_cov_3.0000	0.82	1309
k141_281221_length_1404_cov_17.0000	0.94	1293
k141_281435_length_10657_cov_92.2538	0.833	10625
k141_281515_length_1056_cov_62.0000	0.793	1055
k141_28155_length_2091_cov_17.0000	0.7	2087
k141_28159_length_2705_cov_10.0000	1	2703
k141_281703_length_14352_cov_118.7924	0.98	14065
k141_282000_length_1195_cov_10.0000	0.833	1193
k141_282435_length_2526_cov_23.0000	0.707	2525
k141_282516_length_2743_cov_7.0000	nan	2743
k141_282609_length_1008_cov_11.0000	0.973	1008
k141_28265_length_6827_cov_94.7552	0.953	6694
k141_282794_length_1927_cov_9.0000	0.907	1924
k141_282853_length_2318_cov_11.0000	0.96	2317
k141_283048_length_1254_cov_64.0000	0.98	968
k141_28307_length_8114_cov_17.0009	1	8112
k141_283621_length_1135_cov_10.0000	1	1031
k141_283837_length_1225_cov_18.0000	1	1222
k141_283961_length_1519_cov_10.0000	0.893	1515
k141_284158_length_1532_cov_8.0000	0.847	1531
k141_284192_length_1369_cov_4.0000	1	1300
k141_285094_length_2301_cov_80.9792	0.92	2300
k141_285581_length_2861_cov_12.0000	0.993	2858
k141_285583_length_2000_cov_36.0000	0.653	1999
k141_285609_length_1209_cov_8.0000	0.96	1180
k141_28565_length_3442_cov_106.7882	0.933	2998
k141_285696_length_1038_cov_28.0000	nan	1038
k141_285866_length_37599_cov_139.2113	0.907	36951
k141_285907_length_1918_cov_28.0000	0.933	1642
k141_286016_length_1124_cov_10.0000	0.953	1088
k141_286236_length_1975_cov_37.0000	0.533	1516
k141_286538_length_3722_cov_154.6733	0.967	2282
k141_286919_length_4183_cov_21.0000	0.947	4179
k141_287001_length_8026_cov_23.0000	0.88	7879
k141_28718_length_2813_cov_20.0000	0.82	2736
k141_287406_length_1041_cov_16.0000	1	1039
k141_287432_length_2076_cov_62.6543	0.807	1982
k141_287523_length_2090_cov_8.0000	0.94	2089
k141_287594_length_2013_cov_28.0000	0.893	1823
k141_28782_length_3262_cov_50.6511	0.887	3179
k141_288136_length_2453_cov_8.0000	0.907	2451
k141_28816_length_4335_cov_36.7940	0.56	3462
k141_288186_length_1887_cov_125.0435	0.607	1724
k141_288234_length_2243_cov_82.0000	0.733	1991
k141_288430_length_1990_cov_39.4105	0.94	1958
k141_288478_length_1703_cov_21.0000	1	1571
k141_288702_length_3306_cov_40.9494	0.953	2513
k141_288718_length_1054_cov_19.0000	0.953	942
k141_288831_length_1844_cov_9.0000	0.9	1838
k141_288951_length_2285_cov_56.6497	0.9	2043
k141_289143_length_2001_cov_28.0000	0.9	1823
k141_289205_length_5743_cov_20.7267	0.653	5739
k141_289232_length_5155_cov_25.0000	0.853	4321
k141_289377_length_1031_cov_17.0000	nan	1031
k141_289529_length_14427_cov_50.1243	1	14426
k141_289576_length_1731_cov_16.0000	0.52	1728
k141_289854_length_3550_cov_19.0000	0.993	3533
k141_290012_length_1132_cov_23.0000	0.98	1017
k141_290013_length_1155_cov_8.0000	0.833	1041
k141_290164_length_2463_cov_40.0000	0.52	2411
k141_290168_length_8462_cov_9.0000	0.727	8458
k141_29040_length_2509_cov_40.5477	0.5	2145
k141_290518_length_3607_cov_42.4025	0.987	3563
k141_290765_length_4632_cov_18.0000	0.547	4632
k141_291093_length_4234_cov_10.0000	0.76	4091
k141_291324_length_1282_cov_18.0000	nan	1282
k141_291503_length_1294_cov_13.3192	0.753	1293
k141_291539_length_1435_cov_17.0000	0.993	1432
k141_291859_length_1623_cov_56.0000	0.993	1273
k141_291942_length_4751_cov_30.9675	0.607	4659
k141_292007_length_11837_cov_19.9878	0.993	11627
k141_292018_length_3503_cov_333.7632	0.673	3502
k141_292026_length_2179_cov_21.0000	0.993	2178
k141_292178_length_1214_cov_8.0000	nan	1214
k141_292395_length_1710_cov_9.0000	nan	1710
k141_292408_length_1138_cov_14.0000	0.573	833
k141_292653_length_2533_cov_13.3269	0.66	2523
k141_293018_length_2363_cov_20.7903	0.98	2363
k141_293107_length_1665_cov_33.0000	1	1483
k141_293141_length_4724_cov_55.0000	0.673	1149
k141_293246_length_2739_cov_19.0000	0.747	2689
k141_29340_length_2759_cov_7.0000	0.993	2679
k141_293639_length_2045_cov_25.0005	0.52	1651
k141_293698_length_4679_cov_14.0000	0.593	4368
k141_293748_length_1348_cov_20.0000	1	1345
k141_29399_length_1895_cov_26.1739	0.907	1781
k141_294059_length_1643_cov_827.9201	0.987	1212
k141_294302_length_1022_cov_66.5448	0.887	887
k141_294524_length_1157_cov_10.0000	0.98	1157
k141_294559_length_1820_cov_82.2126	nan	1820
k141_294576_length_1294_cov_10.0000	0.98	991
k141_294713_length_1214_cov_6.0000	1	1212
k141_294875_length_6342_cov_18.0000	1	6342
k141_294966_length_5063_cov_11.0000	0.72	5012
k141_295169_length_1553_cov_7.0000	0.987	1099
k141_295244_length_3116_cov_6.0000	0.853	2805
k141_295734_length_2523_cov_68.3846	1	2523
k141_295750_length_1395_cov_7.0000	0.993	1290
k141_295863_length_1668_cov_10.0000	0.533	1345
k141_296_length_4745_cov_12.0000	1	4692
k141_29649_length_1552_cov_22.0000	0.973	1550
k141_296539_length_184130_cov_25.4936	0.907	103666
k141_296544_length_1227_cov_21.0000	0.94	1207
k141_296861_length_25489_cov_79.9022	0.933	24838
k141_296964_length_12814_cov_30.0000	0.787	12483
k141_296968_length_2513_cov_8.0000	0.993	2458
k141_297002_length_2624_cov_23.7870	0.793	2146
k141_297050_length_1746_cov_6.0000	nan	1746
k141_297073_length_1581_cov_22.0000	0.673	1493
k141_297342_length_1155_cov_9.0000	0.973	1153
k141_297450_length_1738_cov_7.0000	0.973	1734
k141_297493_length_1064_cov_10.0000	0.933	1062
k141_297587_length_1218_cov_12.0000	0.82	1217
k141_297849_length_1726_cov_60.4271	nan	1726
k141_298031_length_3490_cov_10.0000	0.793	3490
k141_29809_length_2318_cov_63.3192	0.913	2318
k141_298119_length_1352_cov_8.0000	0.533	1350
k141_298139_length_2566_cov_10.0000	0.76	2470
k141_298616_length_1046_cov_19.0000	nan	1046
k141_298801_length_1735_cov_7.0000	0.92	1607
k141_299041_length_1053_cov_71.4178	nan	1053
k141_29924_length_4529_cov_119.3596	0.633	4528
k141_299364_length_9630_cov_44.0000	0.66	9395
k141_299619_length_1602_cov_10.0000	nan	1602
k141_299722_length_6457_cov_13.0000	0.907	6207
k141_300069_length_4316_cov_11.0000	1	4209
k141_300116_length_1020_cov_44.0000	nan	1020
k141_300142_length_3821_cov_15.0000	0.88	3804
k141_300161_length_1184_cov_21.0000	0.98	1125
k141_30020_length_1245_cov_11.0000	0.96	908
k141_300200_length_1656_cov_25.7102	0.933	1655
k141_300407_length_2018_cov_5.0000	0.96	1859
k141_300610_length_1998_cov_26.0000	1	1993
k141_300631_length_1257_cov_5.0000	0.847	1181
k141_300748_length_1186_cov_21.0000	0.967	1186
k141_301249_length_1362_cov_6.0000	nan	1362
k141_301399_length_2769_cov_61.3204	0.533	2768
k141_301403_length_2185_cov_25.0000	0.74	1997
k141_301413_length_1111_cov_13.0000	1	696
k141_301712_length_1824_cov_45.0000	1	1820
k141_301817_length_1339_cov_18.0000	1	1258
k141_30217_length_1117_cov_23.0000	0.94	1004
k141_302391_length_4814_cov_79.4295	0.893	4812
k141_302405_length_1269_cov_9.0000	0.933	952
k141_302512_length_1394_cov_12.0000	0.92	1392
k141_302746_length_1541_cov_6.0000	0.98	1540
k141_302788_length_1308_cov_22.0000	1	1307
k141_30287_length_1886_cov_5.0000	0.927	1859
k141_302975_length_1409_cov_5.0000	0.973	1279
k141_303020_length_2123_cov_84.6231	1	1711
k141_303211_length_2395_cov_27.0000	0.767	2305
k141_303309_length_1811_cov_11.0000	0.84	1674
k141_303536_length_1123_cov_10.0000	0.68	1062
k141_303621_length_6440_cov_21.0000	0.707	5017
k141_303684_length_1703_cov_13.0000	0.527	1573
k141_303714_length_1288_cov_9.0000	0.54	1286
k141_303883_length_1030_cov_6.0000	0.8	1027
k141_303953_length_1064_cov_6.0000	nan	1064
k141_30407_length_2442_cov_12.0000	0.92	2312
k141_304223_length_1335_cov_137.1541	0.973	1259
k141_304271_length_5172_cov_11.0000	0.987	5169
k141_304344_length_2375_cov_22.0000	0.827	2372
k141_304440_length_1785_cov_6.0000	1	1782
k141_305084_length_3312_cov_153.9035	0.873	3116
k141_30513_length_2151_cov_21.0000	0.92	2151
k141_305547_length_2076_cov_25.0000	0.553	2022
k141_305887_length_1169_cov_10.0000	1	1037
k141_306085_length_1500_cov_27.0000	0.647	1376
k141_30614_length_1947_cov_25.4109	1	1943
k141_306249_length_5178_cov_9.0000	0.96	5178
k141_306366_length_3106_cov_19.0000	0.807	2735
k141_306495_length_1577_cov_74.3753	0.627	1577
k141_30698_length_1742_cov_9.0000	0.933	1686
k141_307053_length_4719_cov_192.4120	0.867	3902
k141_307143_length_2003_cov_6.0000	0.967	1441
k141_307224_length_1617_cov_20.0000	0.94	1496
k141_307270_length_1039_cov_19.0000	0.993	1029
k141_307273_length_1621_cov_14.0000	0.94	1529
k141_307354_length_1155_cov_15.0000	0.647	1073
k141_307385_length_1894_cov_178.4295	0.987	1892
k141_307419_length_1851_cov_20.0000	0.547	1849
k141_307421_length_2905_cov_7.0000	0.673	2904
k141_30757_length_2277_cov_5.0000	0.953	2172
k141_307636_length_3842_cov_8.0000	0.547	3841
k141_307966_length_2305_cov_18.0000	0.88	1851
k141_308487_length_1640_cov_18.0000	1	1639
k141_30873_length_3470_cov_14.0000	nan	3470
k141_308821_length_1593_cov_22.0000	0.927	1537
k141_308865_length_1042_cov_13.0000	nan	1042
k141_30887_length_1172_cov_399.0931	0.86	1135
k141_309147_length_1460_cov_38.5974	0.52	1253
k141_309351_length_3249_cov_81.4868	0.86	3246
k141_309427_length_2364_cov_36.6815	0.967	1966
k141_310072_length_22743_cov_71.8537	0.5	22683
k141_310101_length_2151_cov_37.2209	0.673	2017
k141_310152_length_3537_cov_22.6031	0.86	3474
k141_310284_length_2314_cov_68.0603	1	2312
k141_310431_length_4611_cov_68.9121	0.927	4607
k141_310451_length_1262_cov_19.0000	0.88	1261
k141_310639_length_3717_cov_12.0000	0.607	3716
k141_310709_length_1029_cov_14.0000	0.887	701
k141_310983_length_4408_cov_16.0000	0.513	4269
k141_311031_length_1249_cov_5.0000	0.847	1246
k141_3112_length_1373_cov_8.0000	1	1371
k141_311397_length_3160_cov_11.0000	0.893	2657
k141_311475_length_1327_cov_6.0000	1	1288
k141_311609_length_4730_cov_13.0000	1	4729
k141_311715_length_5230_cov_35.2348	0.947	5228
k141_312049_length_1028_cov_8.0000	nan	1028
k141_312056_length_1748_cov_13.0000	0.733	1745
k141_312191_length_1855_cov_10.0000	0.967	1853
k141_312247_length_2713_cov_24.0000	0.587	2680
k141_312374_length_21801_cov_34.1907	0.52	21798
k141_312596_length_6397_cov_123.0527	0.987	6389
k141_312813_length_1254_cov_7.0000	1	1250
k141_313009_length_1205_cov_7.0000	0.993	968
k141_313064_length_1370_cov_21.6241	0.727	1294
k141_313119_length_1115_cov_6.0000	0.927	1114
k141_313141_length_3334_cov_9.0000	0.593	3332
k141_313185_length_1280_cov_17.0000	0.767	1174
k141_313383_length_1568_cov_18.0000	0.92	1412
k141_313510_length_1075_cov_15.0000	0.987	1040
k141_313759_length_1030_cov_5.0000	0.887	899
k141_313763_length_1002_cov_9.0000	0.993	911
k141_313905_length_2824_cov_25.0000	1	2707
k141_314063_length_1248_cov_5.0000	1	1225
k141_314080_length_1153_cov_9.0000	0.96	1028
k141_31417_length_1002_cov_20.0000	0.953	1000
k141_314270_length_1280_cov_12.0000	0.747	1277
k141_314275_length_1945_cov_71.5488	0.94	1943
k141_314490_length_2412_cov_7.0000	0.987	2378
k141_314660_length_1363_cov_45.0000	0.973	1360
k141_314669_length_1402_cov_11.0000	0.973	1399
k141_314672_length_2521_cov_17.0000	0.7	2454
k141_314693_length_2304_cov_13.0000	0.82	2288
k141_314799_length_1699_cov_152.2831	0.96	1587
k141_315119_length_2008_cov_60.8704	0.92	2006
k141_315201_length_1091_cov_20.0000	0.773	1089
