contig_id	length	score	pvalue
k141_260527_length_1087_cov_9.0000	1087	0.929668903	0.015578971
k141_260561_length_1673_cov_18.0000	1673	0.711605072	0.032196541
k141_260615_length_1085_cov_13.0000	1085	0.910852075	0.016995241
k141_260634_length_1091_cov_6.0000	1091	0.515529215	0.055706624
k141_260733_length_2097_cov_20.1227	2097	0.544309974	0.049796057
k141_260735_length_1465_cov_9.0000	1465	0.991818905	0.007005816
k141_260745_length_1069_cov_26.0000	1069	0.999901533	0.001586223
k141_260774_length_3019_cov_267.4997	3019	0.719334245	0.031497847
k141_260795_length_1151_cov_34.0505	1151	0.624006569	0.039712214
k141_260813_length_2902_cov_8.8986	2902	0.512820303	0.056424201
k141_260869_length_2760_cov_19.9492	2760	0.713744342	0.031951054
k141_260957_length_1170_cov_9.0000	1170	0.725217104	0.031044641
k141_260975_length_1091_cov_32.3642	1091	0.83149147	0.022886925
k141_260982_length_1145_cov_25.0000	1145	0.952407598	0.013350706
k141_261053_length_1339_cov_85.3497	1339	0.554722548	0.047718861
k141_261094_length_5047_cov_35.4142	5047	0.712679625	0.032045472
k141_261140_length_1246_cov_6.0000	1246	0.520310402	0.054403656
k141_261143_length_1344_cov_68.0964	1344	0.967937827	0.011254626
k141_261183_length_1010_cov_8.0000	1010	0.999670386	0.002435985
k141_26122_length_1887_cov_67.4026	1887	0.964869022	0.011632299
k141_261231_length_5719_cov_27.0000	5719	0.555436194	0.047605559
k141_261252_length_1669_cov_19.0000	1669	0.99758184	0.004947504
k141_261272_length_1219_cov_21.0000	1219	0.822643697	0.023510084
k141_261305_length_1205_cov_5.0000	1205	0.556903064	0.047378956
k141_2614_length_1082_cov_13.0000	1082	0.621703506	0.039882166
k141_261443_length_2511_cov_11.7819	2511	0.546595991	0.049456152
k141_261461_length_1062_cov_12.0000	1062	0.745869815	0.029420651
k141_261558_length_1970_cov_8.0000	1970	0.533111632	0.051873253
k141_261567_length_1517_cov_10.0000	1517	0.514049768	0.056046529
k141_261614_length_2309_cov_30.0000	2309	0.504369974	0.059351159
k141_261670_length_6167_cov_23.3915	6167	0.880529881	0.019204623
k141_261733_length_1161_cov_18.0000	1161	0.600145757	0.042299267
k141_261765_length_1630_cov_13.0000	1630	0.706325889	0.032593096
k141_26182_length_1054_cov_9.1720	1054	0.769344807	0.027872196
k141_261865_length_2268_cov_26.0000	2268	0.99801904	0.004588715
k141_26188_length_6820_cov_94.1328	6820	0.626584113	0.039504494
k141_261890_length_1436_cov_18.0000	1436	0.899873495	0.017675051
k141_261899_length_1600_cov_10.0000	1600	0.881506562	0.019110205
k141_261972_length_1353_cov_11.0000	1353	0.994381189	0.006250472
k141_261976_length_1827_cov_12.0000	1827	0.903582752	0.017467331
k141_261979_length_1539_cov_57.0000	1539	0.62767911	0.039353425
k141_261980_length_1471_cov_23.0000	1471	0.988542795	0.00776116
k141_262056_length_1261_cov_29.0000	1261	0.620006919	0.040033235
k141_262065_length_2478_cov_22.9247	2478	0.898505449	0.017750585
k141_262075_length_2689_cov_149.3980	2689	0.539021611	0.050608052
k141_262110_length_2470_cov_41.0000	2470	0.590610504	0.043470051
k141_262144_length_1317_cov_10.0000	1317	0.999924779	0.001454037
k141_262158_length_1430_cov_11.0000	1430	0.883043408	0.019015787
k141_262181_length_1265_cov_8.0000	1265	0.546087027	0.04955057
k141_2622_length_9734_cov_33.1639	9734	0.933288872	0.01525795
k141_26223_length_1835_cov_16.0000	1835	0.986137927	0.008308785
k141_26224_length_8111_cov_118.3683	8111	0.790083468	0.026134904
k141_262247_length_1159_cov_79.0688	1159	0.998454392	0.004267694
k141_262271_length_1459_cov_17.1358	1459	0.998973906	0.003701186
k141_262286_length_2839_cov_15.0000	2839	0.553589165	0.047926581
k141_262326_length_1683_cov_39.0000	1683	0.987030983	0.008044414
k141_262330_length_2255_cov_18.5960	2255	0.631862164	0.038975753
k141_26242_length_1588_cov_9.0000	1588	0.699945927	0.033027419
k141_26243_length_43870_cov_66.9826	43870	0.730570197	0.0305159
k141_262430_length_4262_cov_21.0893	4262	0.999821067	0.002001662
k141_262514_length_1619_cov_23.0088	1619	0.792857766	0.025946068
k141_262521_length_1426_cov_12.0000	1426	0.999999523	0.000302138
k141_262573_length_1656_cov_104.9558	1656	0.619265795	0.040089886
k141_26258_length_4944_cov_122.7133	4944	0.505938411	0.058690233
k141_262596_length_1491_cov_7.0000	1491	0.981392503	0.009083012
k141_262695_length_1749_cov_49.1113	1749	0.889308333	0.018543697
k141_262775_length_2927_cov_45.0000	2927	0.769011497	0.027909963
k141_262805_length_2506_cov_123.6499	2506	0.623961985	0.039712214
k141_262810_length_1069_cov_21.0000	1069	0.546061397	0.04955057
k141_262814_length_1072_cov_12.0000	1072	0.539471745	0.050551401
k141_262843_length_3882_cov_42.6945	3882	0.998118758	0.004494297
k141_26286_length_1035_cov_8.0000	1035	0.554348707	0.047813279
k141_262860_length_1363_cov_34.6088	1363	0.60069114	0.0422615
k141_262877_length_1319_cov_7.0000	1319	0.574172497	0.045150691
k141_262952_length_1187_cov_14.0000	1187	0.994035006	0.006439308
k141_26296_length_1031_cov_123.0000	1031	0.717582643	0.031554498
k141_262963_length_1971_cov_21.0000	1971	0.677891731	0.034915779
k141_262978_length_1102_cov_21.0000	1102	0.908314943	0.017108543
k141_26300_length_19719_cov_31.9278	19719	0.943392515	0.014370421
k141_263007_length_1138_cov_8.0000	1138	0.680650771	0.03476471
k141_263065_length_1096_cov_4.0000	1096	0.886684895	0.018789183
k141_263078_length_2014_cov_107.9018	2014	0.90316844	0.017505099
k141_263088_length_1070_cov_18.0000	1070	0.999757111	0.002171614
k141_263090_length_1175_cov_86.2863	1175	0.90869391	0.017089659
k141_263095_length_1879_cov_13.8596	1879	0.998914599	0.003738953
k141_263127_length_1392_cov_19.0000	1392	0.974762201	0.009989425
k141_263175_length_10452_cov_27.8324	10452	0.995493889	0.005948334
k141_263177_length_1485_cov_123.1071	1485	0.768519342	0.027928847
k141_263230_length_1111_cov_13.0000	1111	0.881398678	0.019110205
k141_263250_length_1416_cov_19.0000	1416	0.567696095	0.046019337
k141_263300_length_5203_cov_21.2916	5203	0.571732044	0.045433945
k141_263327_length_1094_cov_15.1385	1094	0.963668823	0.011783367
k141_26333_length_3793_cov_27.4570	3793	0.67108798	0.035482287
k141_263344_length_1139_cov_4.0000	1139	0.711643934	0.032177657
k141_263383_length_1509_cov_10.0000	1509	0.67119801	0.035482287
k141_263427_length_1512_cov_22.9686	1512	0.990532041	0.007270187
k141_263448_length_2509_cov_106.9730	2509	0.903144479	0.017505099
k141_263505_length_1836_cov_7.0000	1836	0.918590665	0.016428733
k141_263701_length_5370_cov_21.7896	5370	0.997995734	0.004645366
k141_263763_length_1386_cov_12.0000	1386	0.848473132	0.021621724
k141_26377_length_4400_cov_107.2649	4400	0.680210829	0.034821361
k141_263779_length_5833_cov_34.0000	5833	0.92469269	0.015918876
k141_2638_length_4237_cov_68.0000	4237	0.516495526	0.055442254
k141_263840_length_3078_cov_9.0000	3078	0.577523947	0.044810786
k141_263893_length_1274_cov_5.0000	1274	0.84507525	0.021904978
k141_263945_length_1790_cov_106.3087	1790	0.963851333	0.011764484
k141_263985_length_1077_cov_55.0075	1077	0.867868364	0.020262104
k141_264027_length_3849_cov_91.0000	3849	0.582655966	0.044282045
k141_264031_length_3530_cov_27.4603	3530	0.589405358	0.043545585
k141_264037_length_1016_cov_17.0000	1016	0.991730511	0.007043583
k141_264051_length_1434_cov_12.0000	1434	0.567779779	0.046000453
k141_264055_length_2920_cov_13.0000	2920	0.992404938	0.006854747
k141_264097_length_2721_cov_13.0264	2721	0.577119946	0.044810786
k141_264105_length_15652_cov_11.0000	15652	0.551135778	0.048455321
k141_264126_length_1386_cov_6.0000	1386	0.918622732	0.016428733
k141_264143_length_21846_cov_27.1730	21846	0.677331924	0.035010197
k141_264209_length_1786_cov_42.0000	1786	0.672826946	0.035312335
k141_264212_length_1169_cov_5.0000	1169	0.953558803	0.013199637
k141_264241_length_8102_cov_31.4523	8102	0.996114731	0.005740615
k141_264248_length_1139_cov_25.0000	1139	0.598196745	0.042525871
k141_264250_length_1425_cov_29.0000	1425	0.670784175	0.035520054
k141_264286_length_24507_cov_28.9782	24507	0.986535192	0.00823325
k141_26430_length_4511_cov_105.4696	4511	0.664590776	0.035973261
k141_264328_length_15163_cov_71.9653	15163	0.539217472	0.050589168
k141_264340_length_2135_cov_14.0000	2135	0.784578681	0.026588111
k141_264350_length_1935_cov_17.7915	1935	0.986871839	0.008119949
k141_264371_length_2133_cov_10.0000	2133	0.993400931	0.006647028
k141_264377_length_1984_cov_17.3597	1984	0.569622755	0.045698316
k141_264411_length_1814_cov_39.8852	1814	0.511021435	0.056971826
k141_264425_length_2043_cov_21.0000	2043	0.999049187	0.00351235
k141_26443_length_1512_cov_127.4719	1512	0.990572989	0.007270187
k141_26444_length_3229_cov_96.5155	3229	0.55715394	0.047341189
k141_264458_length_3996_cov_47.9632	3996	0.968893588	0.011103558
k141_264535_length_2433_cov_125.0000	2433	0.723866343	0.031120175
k141_264538_length_17219_cov_29.9086	17219	0.702902496	0.032763049
k141_264558_length_3480_cov_22.0000	3480	0.507147312	0.058180376
k141_264619_length_1559_cov_20.0000	1559	0.558701694	0.047039051
k141_264621_length_4740_cov_26.0000	4740	0.761936784	0.028570889
k141_264645_length_1678_cov_28.0000	1678	0.999771476	0.002077196
k141_264710_length_1039_cov_5.0000	1039	0.549450994	0.048889644
k141_264746_length_4502_cov_65.0094	4502	0.915728748	0.016542035
k141_264784_length_2506_cov_13.0000	2506	0.632714987	0.038862452
k141_264844_length_2555_cov_323.3471	2555	0.927355349	0.015824458
k141_26487_length_1929_cov_287.3881	1929	0.606208384	0.041619458
k141_264872_length_1359_cov_6.0000	1359	0.623601973	0.039731098
k141_264898_length_1325_cov_20.0000	1325	0.505829036	0.058746884
k141_264912_length_2031_cov_15.6667	2031	0.7407583	0.029892741
k141_264918_length_1200_cov_40.0000	1200	0.870289445	0.020111036
k141_264933_length_8237_cov_115.1728	8237	0.754517555	0.029005212
k141_264958_length_4723_cov_22.0000	4723	0.818861961	0.023849989
k141_26496_length_1843_cov_46.5253	1843	0.975277424	0.009876124
k141_264997_length_4208_cov_11.0000	4208	0.716879368	0.0316678
k141_265058_length_1451_cov_3.0000	1451	0.803766489	0.02490747
k141_265131_length_2995_cov_18.0000	2995	0.637844145	0.038295944
k141_265180_length_9255_cov_294.0488	9255	0.77402246	0.027456757
k141_26520_length_4980_cov_32.0000	4980	0.813091636	0.024227661
k141_265231_length_1621_cov_30.1243	1621	0.643253684	0.037635018
k141_265243_length_15129_cov_27.3983	15129	0.845489025	0.021886094
k141_265244_length_4248_cov_19.0000	4248	0.55252105	0.048077649
k141_265282_length_1060_cov_8.0000	1060	0.761590958	0.028570889
k141_265287_length_1405_cov_5.0000	1405	0.822045386	0.023547851
k141_265342_length_1266_cov_1528.0000	1266	0.714061737	0.03193217
k141_265343_length_1147_cov_9.0000	1147	0.90290612	0.017523982
k141_265377_length_18478_cov_37.0878	18478	0.639234006	0.038220409
k141_265403_length_1082_cov_5.0000	1082	0.990770221	0.007251303
k141_265416_length_2920_cov_176.6283	2920	0.846760213	0.021772793
k141_265417_length_3789_cov_15.0000	3789	0.577085853	0.044810786
k141_265533_length_1900_cov_9.0000	1900	0.997770131	0.004815318
k141_26563_length_3354_cov_17.5462	3354	0.895359397	0.018052723
k141_265640_length_1169_cov_103.6693	1169	0.732256055	0.030402598
k141_265646_length_1086_cov_3.3048	1086	0.594342947	0.043073495
k141_265703_length_2519_cov_9.0000	2519	0.580337822	0.044451998
k141_265744_length_1088_cov_4.0000	1088	0.654353023	0.036766372
k141_265770_length_1415_cov_20.0000	1415	0.581503451	0.044338696
k141_265795_length_1658_cov_9.0000	1658	0.665752172	0.035897726
k141_265805_length_7600_cov_257.3921	7600	0.931619763	0.01546567
k141_265814_length_1533_cov_31.0000	1533	0.644906402	0.037521716
k141_265823_length_3556_cov_174.0650	3556	0.569560289	0.045698316
k141_26593_length_1185_cov_571.0613	1185	0.552099824	0.048228718
k141_265956_length_1103_cov_59.3451	1103	0.5298208	0.052534179
k141_265959_length_3454_cov_26.4298	3454	0.675913215	0.035104615
k141_26604_length_2421_cov_10.0000	2421	0.756826818	0.028835259
k141_266090_length_1039_cov_5.0000	1039	0.527926445	0.052855201
k141_266118_length_2305_cov_168.0000	2305	0.60113883	0.042223733
k141_266126_length_1142_cov_10.0000	1142	0.998775721	0.003908906
k141_26614_length_1358_cov_10.0000	1358	0.999879479	0.001775059
k141_266185_length_1384_cov_15.0000	1384	0.529448628	0.052571947
k141_266205_length_1179_cov_90.9133	1179	0.507482827	0.058067075
k141_26630_length_1911_cov_135.5638	1911	0.643507779	0.037635018
k141_266356_length_1817_cov_23.0000	1817	0.522601008	0.053780497
k141_266373_length_1247_cov_5.0000	1247	0.999364495	0.00304026
k141_266444_length_5537_cov_60.0000	5537	0.912969112	0.016787522
k141_266449_length_1293_cov_130.0208	1293	0.799036205	0.025417328
k141_26657_length_1358_cov_8.0000	1358	0.62615943	0.039580029
k141_266575_length_2464_cov_145.8330	2464	0.970871687	0.010669235
k141_266637_length_1369_cov_21.0000	1369	0.674891233	0.035142382
k141_266646_length_13339_cov_123.4679	13339	0.895682752	0.018033839
k141_266652_length_3418_cov_35.0000	3418	0.682132125	0.034689176
k141_266675_length_4201_cov_24.0000	4201	0.615921617	0.040429791
k141_266713_length_1861_cov_8.0000	1861	0.942656994	0.014502606
k141_266771_length_3962_cov_7.0000	3962	0.995325208	0.005986102
k141_266791_length_1046_cov_15.0000	1046	0.977598429	0.009573986
k141_266811_length_1222_cov_15.0000	1222	0.847436786	0.021716142
k141_266829_length_2416_cov_16.0000	2416	0.996623576	0.005476244
k141_266902_length_2305_cov_13.6095	2305	0.833286047	0.022679205
k141_267053_length_1009_cov_5.0000	1009	0.992993832	0.006741446
k141_267091_length_1114_cov_9.0000	1114	0.570856571	0.04556613
k141_267140_length_1586_cov_7.0000	1586	0.554183722	0.047832163
k141_267190_length_1631_cov_19.0000	1631	0.979533792	0.009347383
k141_267199_length_2085_cov_178.9516	2085	0.905585229	0.017297379
k141_267209_length_6752_cov_142.3173	6752	0.850925446	0.021470655
k141_267214_length_1170_cov_8.0000	1170	0.998201549	0.00445653
k141_267247_length_14189_cov_133.2583	14189	0.785951257	0.026493693
k141_267257_length_1002_cov_16.0000	1002	0.728181124	0.03078027
k141_26727_length_1372_cov_32.0000	1372	0.638735712	0.038258177
k141_267309_length_1679_cov_7.0000	1679	0.901590824	0.017580633
k141_26732_length_102494_cov_82.2702	102494	0.609563589	0.041260669
k141_267365_length_3495_cov_27.0000	3495	0.632543087	0.038862452
k141_267390_length_11614_cov_18.0000	11614	0.999954879	0.001095249
k141_267438_length_1052_cov_13.0000	1052	0.993884802	0.00655261
k141_267478_length_1644_cov_90.9421	1644	0.99535054	0.005986102
k141_26749_length_1007_cov_13.0000	1007	0.99898237	0.003682302
k141_267538_length_2862_cov_20.0000	2862	0.660143256	0.036313166
k141_267545_length_1218_cov_7.0000	1218	0.920663357	0.016296548
k141_267546_length_1569_cov_10.0000	1569	0.515316904	0.055725508
k141_267592_length_1133_cov_23.0000	1133	0.503371358	0.059766599
k141_267597_length_1106_cov_20.0000	1106	0.946192861	0.01410605
k141_267598_length_6765_cov_88.2723	6765	0.744018078	0.029609487
k141_267624_length_1483_cov_98.7250	1483	0.525758922	0.053289523
k141_267626_length_1422_cov_29.0000	1422	0.990968347	0.007232419
k141_267637_length_1873_cov_17.0000	1873	0.528769433	0.052666365
k141_267727_length_2065_cov_102.0244	2065	0.936429322	0.015012463
k141_267761_length_2545_cov_18.0000	2545	0.965901613	0.011500113
k141_267801_length_2882_cov_29.0000	2882	0.99940455	0.003002493
k141_26782_length_1476_cov_30.0000	1476	0.601846814	0.042148199
k141_267826_length_2665_cov_67.6438	2665	0.994622111	0.006174938
k141_267898_length_9571_cov_415.8029	9571	0.623857737	0.039731098
k141_267899_length_1312_cov_102.9718	1312	0.570989847	0.04556613
k141_267908_length_1526_cov_28.4635	1526	0.999628305	0.00256817
k141_267985_length_1496_cov_30.1476	1496	0.662784576	0.03612433
k141_267987_length_1030_cov_18.0000	1030	0.974769115	0.009989425
k141_267988_length_14263_cov_42.3963	14263	0.573804259	0.045188458
k141_267997_length_1859_cov_148.0000	1859	0.565689087	0.046283707
k141_268019_length_3413_cov_137.6895	3413	0.725484729	0.031006874
k141_268031_length_1285_cov_15.0000	1285	0.995082378	0.006023869
k141_268038_length_1344_cov_23.0000	1344	0.999999106	0.000396556
k141_268063_length_2785_cov_16.0000	2785	0.644050777	0.037616134
k141_268096_length_1018_cov_6.0000	1018	0.999910116	0.001567339
k141_268137_length_4056_cov_39.5390	4056	0.521238625	0.054290354
k141_268147_length_3024_cov_8.0000	3024	0.998824537	0.003871138
k141_26816_length_9422_cov_84.9074	9422	0.571856618	0.045396178
k141_268186_length_1602_cov_11.0000	1602	0.986046851	0.008346552
k141_268211_length_7937_cov_29.0000	7937	0.991611004	0.007062467
k141_268217_length_1087_cov_4.0000	1087	0.582078516	0.044300929
k141_26833_length_1878_cov_18.0000	1878	0.586854577	0.043734421
k141_268347_length_1036_cov_53.0246	1036	0.705100417	0.03261198
k141_268390_length_1090_cov_9.0000	1090	0.510123909	0.057160662
k141_268396_length_1036_cov_27.0000	1036	0.840411425	0.022188232
k141_268397_length_1618_cov_10.0000	1618	0.999577343	0.002738122
k141_268430_length_1234_cov_59.6715	1234	0.984394431	0.008610922
k141_268431_length_1730_cov_91.2637	1730	0.686846972	0.034217086
k141_268467_length_1143_cov_15.0000	1143	0.603015125	0.041940479
k141_268476_length_2413_cov_25.7188	2413	0.505453229	0.058822419
k141_268530_length_1045_cov_5.0000	1045	0.848823011	0.021583956
k141_268543_length_1639_cov_8.0000	1639	0.986353636	0.00823325
k141_26860_length_1107_cov_17.0000	1107	0.933108211	0.01525795
k141_268609_length_2835_cov_17.8716	2835	0.536965787	0.051042375
k141_268652_length_1943_cov_6.0000	1943	0.860681355	0.020790845
k141_268669_length_10007_cov_205.4810	10007	0.638155103	0.038295944
k141_268694_length_1935_cov_34.0000	1935	0.638336957	0.038258177
k141_268699_length_5865_cov_34.8150	5865	0.938337445	0.014936929
k141_268702_length_13163_cov_24.9989	13163	0.80957365	0.024473148
k141_268799_length_1351_cov_36.0000	1351	0.667218685	0.035765541
k141_268932_length_1400_cov_19.3662	1400	0.577371538	0.044810786
k141_268953_length_1135_cov_41.0000	1135	0.54958868	0.048870761
k141_269004_length_1640_cov_13.0000	1640	0.999928892	0.001435154
k141_269016_length_2225_cov_18.4223	2225	0.559703588	0.046869099
k141_269025_length_1285_cov_18.0000	1285	0.958353281	0.012557595
k141_269056_length_1548_cov_15.7221	1548	0.819010794	0.023849989
k141_269087_length_1007_cov_30.5358	1007	0.729050577	0.030685852
k141_269103_length_9832_cov_28.0000	9832	0.747721553	0.029326233
k141_269120_length_2294_cov_6.0000	2294	0.95097667	0.013501775
k141_269196_length_1805_cov_21.0000	1805	0.974332809	0.010027192
k141_269203_length_1207_cov_9.0000	1207	0.900896847	0.017637284
k141_269241_length_1638_cov_510.3594	1638	0.55415684	0.047832163
k141_269327_length_1244_cov_6.0000	1244	0.641132474	0.037974923
k141_269427_length_1952_cov_34.0000	1952	0.91849339	0.016428733
k141_269461_length_3089_cov_22.0000	3089	0.942917824	0.014445955
k141_269465_length_1969_cov_218.4092	1969	0.503657341	0.059577763
k141_269502_length_1019_cov_4.5718	1019	0.662851155	0.03612433
k141_269544_length_2913_cov_23.0000	2913	0.619621873	0.040052119
k141_269578_length_1480_cov_582.1912	1480	0.972755849	0.010234912
k141_269584_length_1011_cov_74.6368	1011	0.653247297	0.036804139
k141_269596_length_1355_cov_13.0000	1355	0.698193669	0.033235139
k141_269636_length_11343_cov_39.7462	11343	0.664315104	0.035992144
k141_269673_length_4931_cov_11.0000	4931	0.515973747	0.055555556
k141_269711_length_1091_cov_7.0000	1091	0.63143605	0.039013521
k141_269714_length_1663_cov_7.0000	1663	0.999995172	0.000566508
k141_269815_length_1046_cov_90.5028	1046	0.647034466	0.037370647
k141_26983_length_4541_cov_486.4932	4541	0.524227142	0.053459476
k141_269892_length_1143_cov_20.0000	1143	0.960459828	0.012312108
k141_269923_length_1183_cov_9.0000	1183	0.795800447	0.025643931
k141_269946_length_1480_cov_16.8962	1480	0.997615933	0.004947504
k141_270110_length_1130_cov_4.0000	1130	0.998498499	0.004229927
k141_27013_length_1385_cov_16.0000	1385	0.661755085	0.03612433
k141_270131_length_6694_cov_21.2461	6694	0.517165661	0.055291185
k141_270145_length_1681_cov_17.0000	1681	0.805709481	0.02485082
k141_270154_length_1256_cov_76.2960	1256	0.504147708	0.059426694
k141_270156_length_2332_cov_14.0000	2332	0.693819344	0.033593927
k141_2702_length_1239_cov_46.0000	1239	0.814954996	0.024133243
k141_270218_length_1664_cov_8.0000	1664	0.831253469	0.022905809
k141_270256_length_1379_cov_96.8619	1379	0.769216418	0.027872196
k141_270312_length_2170_cov_19.0000	2170	0.628342927	0.039334542
k141_270342_length_1073_cov_17.0000	1073	0.689882636	0.034009366
k141_270348_length_1062_cov_9.0000	1062	0.945605993	0.014143818
k141_270353_length_1127_cov_13.0000	1127	0.840512753	0.022188232
k141_270365_length_1192_cov_9.0000	1192	0.528328955	0.05279855
k141_270390_length_2163_cov_55.5054	2163	0.778024316	0.027060201
k141_270475_length_1159_cov_8.0000	1159	0.746608436	0.029345117
k141_270484_length_1715_cov_24.0000	1715	0.721471786	0.031290128
k141_270496_length_1061_cov_16.0000	1061	0.528335631	0.05279855
k141_270498_length_3382_cov_36.0000	3382	0.617946863	0.040278722
k141_270506_length_1418_cov_30.1065	1418	0.560291171	0.046812448
k141_270572_length_1179_cov_27.2033	1179	0.513620973	0.05610318
k141_270576_length_1007_cov_24.4457	1007	0.527153015	0.052987386
k141_270617_length_3171_cov_23.5353	3171	0.784484148	0.026606994
k141_270651_length_1910_cov_142.8168	1910	0.712030649	0.032121006
k141_270658_length_1581_cov_25.0000	1581	0.999381542	0.003021376
k141_270685_length_1680_cov_24.0000	1680	0.521089792	0.054347005
k141_270691_length_3266_cov_26.6358	3266	0.787172854	0.02632374
k141_270693_length_4702_cov_14.0000	4702	0.627669871	0.039353425
k141_270703_length_42640_cov_117.0094	42640	0.510270953	0.057122894
k141_27073_length_1737_cov_13.0000	1737	0.854645014	0.021187401
k141_270797_length_1025_cov_5.0000	1025	0.92822814	0.015748924
k141_2708_length_4789_cov_116.7487	4789	0.628724337	0.039315658
k141_270807_length_2678_cov_17.0000	2678	0.980097353	0.009252965
k141_271019_length_2919_cov_23.0000	2919	0.955462813	0.012954151
k141_271023_length_1267_cov_20.0000	1267	0.507318616	0.058161493
k141_271072_length_1331_cov_28.0000	1331	0.797160804	0.025549513
k141_271079_length_2388_cov_103.2109	2388	0.630075395	0.039164589
k141_271188_length_1573_cov_19.0000	1573	0.544154942	0.049833824
k141_271240_length_2225_cov_34.7298	2225	0.863738656	0.020620893
k141_271254_length_1628_cov_17.0000	1628	0.61013025	0.041222902
k141_271265_length_1014_cov_30.0000	1014	1	0
k141_271281_length_6256_cov_34.0000	6256	0.897559643	0.017863887
k141_271287_length_1668_cov_7.0000	1668	0.979403138	0.009347383
k141_271296_length_1025_cov_53.7296	1025	0.511435866	0.056877408
k141_271377_length_1408_cov_662.6227	1408	0.986117959	0.008327668
k141_271413_length_1072_cov_22.0000	1072	0.782411575	0.026663645
k141_27154_length_1642_cov_98.2425	1642	0.913666964	0.016730871
k141_271543_length_1644_cov_105.3127	1644	0.826797247	0.023245713
k141_271553_length_1026_cov_29.0000	1026	0.984037519	0.008686457
k141_271607_length_1133_cov_8.0000	1133	0.825139999	0.023377899
k141_271610_length_9785_cov_119.4556	9785	0.715708256	0.031781101
k141_271611_length_1484_cov_17.4229	1484	0.526367307	0.053100687
k141_271658_length_3925_cov_24.0000	3925	0.61898607	0.040127653
k141_271742_length_1311_cov_59.6368	1311	0.960712492	0.012236574
k141_271749_length_1762_cov_15.0056	1762	0.659870565	0.036350933
k141_271763_length_9666_cov_109.4583	9666	0.718995452	0.031516731
k141_271770_length_1010_cov_4.0000	1010	0.510807872	0.056990709
k141_271813_length_4031_cov_33.6103	4031	0.557414234	0.047303422
k141_271919_length_4115_cov_44.1107	4115	0.543350577	0.04996601
k141_271930_length_80033_cov_73.3820	80033	0.831180334	0.022905809
k141_271985_length_1902_cov_16.0000	1902	0.999976575	0.000849762
k141_272004_length_1276_cov_12.0000	1276	0.841596723	0.022131581
k141_272022_length_2027_cov_40.7879	2027	0.523499429	0.053629428
k141_272033_length_8724_cov_28.0000	8724	0.920606971	0.016315432
k141_272059_length_1301_cov_12.0000	1301	0.551846027	0.048285369
k141_27209_length_2172_cov_15.0000	2172	0.999997675	0.000490974
k141_272099_length_8359_cov_57.2513	8359	0.612684727	0.040807463
k141_272117_length_1894_cov_9.0000	1894	0.779920816	0.026871365
k141_272138_length_1624_cov_115.3338	1624	0.99920702	0.003266863
k141_27214_length_3621_cov_79.0003	3621	0.633931637	0.038768034
k141_272148_length_1065_cov_43.0000	1065	0.521261454	0.054290354
k141_272244_length_2521_cov_25.0000	2521	0.727374315	0.030836921
k141_27225_length_1368_cov_30.0000	1368	0.999788165	0.002039429
k141_272269_length_1560_cov_17.0000	1560	0.808577538	0.024624216
k141_272298_length_1028_cov_26.0000	1028	0.744786561	0.029552836
k141_272318_length_1757_cov_21.0000	1757	0.708789706	0.032460911
k141_272471_length_2331_cov_93.7484	2331	0.999123216	0.003361281
k141_272480_length_1264_cov_9.0000	1264	0.572819233	0.045282876
k141_272494_length_1962_cov_8.0000	1962	0.992164493	0.006911398
k141_272524_length_1218_cov_50.0000	1218	0.697235227	0.033310673
k141_272546_length_6465_cov_65.7173	6465	0.541784644	0.050135962
k141_272561_length_1039_cov_16.0000	1039	0.565709472	0.046283707
k141_272563_length_2586_cov_144.2552	2586	0.949247122	0.013785029
k141_272574_length_2726_cov_22.0000	2726	0.986354172	0.00823325
k141_272579_length_1199_cov_21.0000	1199	0.704639077	0.03261198
k141_272582_length_1080_cov_4.0000	1080	0.873643756	0.019865549
k141_272595_length_1577_cov_21.0000	1577	0.91054225	0.017014125
k141_272619_length_1053_cov_9.0000	1053	0.850411177	0.021508422
k141_272634_length_1913_cov_33.3691	1913	0.548387408	0.049135131
k141_272661_length_2071_cov_194.3332	2071	0.989573836	0.007515673
k141_272676_length_1804_cov_19.0000	1804	0.7238307	0.031139059
k141_272724_length_1167_cov_7.0000	1167	0.514279604	0.056046529
k141_272734_length_1496_cov_15.0000	1496	0.525771737	0.05327064
k141_27278_length_1657_cov_29.0000	1657	0.798431158	0.025492862
k141_272816_length_1613_cov_23.9626	1613	0.6050722	0.041713876
k141_272849_length_2267_cov_139.4102	2267	0.864993274	0.020488708
k141_272853_length_1476_cov_7.0000	1476	0.611442327	0.040977415
k141_272870_length_1276_cov_33.0000	1276	0.681494951	0.034726943
k141_2729_length_2203_cov_16.0000	2203	0.723177254	0.031176826
k141_272994_length_1241_cov_7.0000	1241	0.794736981	0.025738349
k141_273051_length_1338_cov_11.0000	1338	0.992751718	0.006779213
k141_27308_length_1617_cov_3.0000	1617	0.552573264	0.048077649
k141_273094_length_1686_cov_12.0000	1686	0.829599917	0.02301911
k141_273104_length_1222_cov_6.0000	1222	0.584433556	0.044074326
k141_273116_length_1249_cov_11.0000	1249	0.754316211	0.029005212
k141_27314_length_22806_cov_77.3553	22806	0.846721053	0.021772793
k141_27318_length_1506_cov_25.0000	1506	0.695044875	0.033442858
k141_273225_length_7632_cov_30.8123	7632	0.571906328	0.045396178
